,country,year,age,Average_suicides_per_capita
13744,Uruguay,2009-01-01,35-54 years,17.435000000000002
12437,Switzerland,2007-01-01,35-54 years,17.435000000000002
8782,New Zealand,1994-01-01,55-74 years,17.435000000000002
6120,Ireland,2000-01-01,35-54 years,17.43
2487,Canada,1989-01-01,75+ years,17.43
12126,Suriname,2005-01-01,35-54 years,17.425
5749,Hungary,2002-01-01,25-34 years,17.425
7697,Luxembourg,1992-01-01,35-54 years,17.42
8228,Mauritius,2007-01-01,75+ years,17.415
8874,New Zealand,2010-01-01,15-24 years,17.415
811,Australia,2001-01-01,35-54 years,17.405
7289,Kyrgyzstan,1998-01-01,25-34 years,17.405
12777,Trinidad and Tobago,2005-01-01,25-34 years,17.4
4105,El Salvador,2003-01-01,15-24 years,17.395
8978,Norway,1993-01-01,35-54 years,17.395
12041,Suriname,1989-01-01,25-34 years,17.395
723,Australia,1986-01-01,55-74 years,17.39
7317,Kyrgyzstan,2002-01-01,75+ years,17.385
12449,Switzerland,2009-01-01,35-54 years,17.384999999999998
2484,Canada,1989-01-01,35-54 years,17.38
4513,Finland,2011-01-01,15-24 years,17.375
822,Australia,2003-01-01,25-34 years,17.375
13112,Ukraine,2000-01-01,15-24 years,17.375
12300,Sweden,2006-01-01,35-54 years,17.37
5961,Iceland,2005-01-01,55-74 years,17.37
7290,Kyrgyzstan,1998-01-01,35-54 years,17.37
9535,Poland,1990-01-01,25-34 years,17.365000000000002
2426,Bulgaria,2010-01-01,55-74 years,17.36
3227,Croatia,2002-01-01,25-34 years,17.355
727,Australia,1987-01-01,35-54 years,17.355
7241,Kyrgyzstan,1990-01-01,25-34 years,17.35
9016,Norway,1999-01-01,55-74 years,17.35
8159,Mauritius,1996-01-01,35-54 years,17.34
10321,Romania,1992-01-01,35-54 years,17.34
5969,Iceland,2007-01-01,15-24 years,17.33
9539,Poland,1990-01-01,75+ years,17.325
8131,Mauritius,1991-01-01,55-74 years,17.325
9671,Poland,2014-01-01,75+ years,17.32
4538,Finland,2015-01-01,25-34 years,17.32
720,Australia,1986-01-01,25-34 years,17.314999999999998
13772,Uruguay,2015-01-01,15-24 years,17.314999999999998
6003,Iceland,2012-01-01,55-74 years,17.305
10189,Republic of Korea,1997-01-01,35-54 years,17.3
8266,Mauritius,2014-01-01,25-34 years,17.295
2502,Canada,1992-01-01,35-54 years,17.294999999999998
10132,Republic of Korea,1987-01-01,75+ years,17.29
8826,New Zealand,2002-01-01,15-24 years,17.29
12333,Sweden,2011-01-01,75+ years,17.29
4268,Estonia,2010-01-01,25-34 years,17.285
9959,Puerto Rico,2004-01-01,75+ years,17.285
4453,Finland,2001-01-01,15-24 years,17.28
5761,Hungary,2004-01-01,25-34 years,17.275
12752,Trinidad and Tobago,2001-01-01,15-24 years,17.26
2517,Canada,1994-01-01,75+ years,17.255
8145,Mauritius,1994-01-01,15-24 years,17.25
10305,Romania,1989-01-01,55-74 years,17.245
12314,Sweden,2008-01-01,55-74 years,17.245
7624,Lithuania,2012-01-01,15-24 years,17.245
509,Armenia,1994-01-01,75+ years,17.245
12306,Sweden,2007-01-01,35-54 years,17.240000000000002
8180,Mauritius,1999-01-01,75+ years,17.24
799,Australia,1999-01-01,35-54 years,17.23
4262,Estonia,2009-01-01,25-34 years,17.225
6083,Ireland,1994-01-01,25-34 years,17.215
2721,Chile,1999-01-01,75+ years,17.209999999999997
8125,Mauritius,1990-01-01,55-74 years,17.205000000000002
8640,Netherlands,2002-01-01,75+ years,17.205
8030,Malta,2005-01-01,75+ years,17.195
8770,New Zealand,1992-01-01,55-74 years,17.189999999999998
3377,Cuba,2002-01-01,35-54 years,17.189999999999998
8875,New Zealand,2010-01-01,25-34 years,17.189999999999998
8843,New Zealand,2004-01-01,75+ years,17.175
7438,Latvia,2002-01-01,15-24 years,17.175
7655,Luxembourg,1985-01-01,35-54 years,17.169999999999998
4997,Germany,2013-01-01,55-74 years,17.145
5003,Germany,2014-01-01,55-74 years,17.145
6021,Iceland,2015-01-01,55-74 years,17.145
10466,Romania,2016-01-01,55-74 years,17.14
10119,Republic of Korea,1985-01-01,55-74 years,17.14
13590,United States,2012-01-01,55-74 years,17.134999999999998
6065,Ireland,1991-01-01,25-34 years,17.125
8876,New Zealand,2010-01-01,35-54 years,17.125
322,Argentina,1989-01-01,55-74 years,17.125
8755,New Zealand,1990-01-01,25-34 years,17.12
8858,New Zealand,2007-01-01,35-54 years,17.119999999999997
12698,Trinidad and Tobago,1992-01-01,15-24 years,17.119999999999997
12696,Trinidad and Tobago,1991-01-01,55-74 years,17.11
9838,Portugal,2014-01-01,55-74 years,17.11
4280,Estonia,2012-01-01,25-34 years,17.11
8157,Mauritius,1996-01-01,15-24 years,17.105
11486,Slovakia,2008-01-01,55-74 years,17.095
6089,Ireland,1995-01-01,25-34 years,17.095
7025,Kiribati,1991-01-01,25-34 years,17.095
3767,Denmark,2003-01-01,55-74 years,17.09
2352,Bulgaria,1998-01-01,35-54 years,17.075
12052,Suriname,1991-01-01,15-24 years,17.07
12108,Suriname,2002-01-01,35-54 years,17.07
11585,Slovenia,2006-01-01,25-34 years,17.07
4955,Germany,2006-01-01,55-74 years,17.060000000000002
7676,Luxembourg,1988-01-01,75+ years,17.055
9013,Norway,1999-01-01,25-34 years,17.055
449,Argentina,2010-01-01,75+ years,17.05
8555,Netherlands,1988-01-01,55-74 years,17.045
805,Australia,2000-01-01,35-54 years,17.044999999999998
5844,Iceland,1986-01-01,25-34 years,17.044999999999998
2604,Canada,2009-01-01,35-54 years,17.04
12276,Sweden,2002-01-01,35-54 years,17.04
8980,Norway,1993-01-01,55-74 years,17.035
871,Australia,2012-01-01,35-54 years,17.035
8959,Norway,1990-01-01,25-34 years,17.025
4064,El Salvador,1996-01-01,25-34 years,17.025
2550,Canada,2000-01-01,35-54 years,17.025
13464,United States,1991-01-01,55-74 years,17.02
2805,Chile,2013-01-01,75+ years,17.02
5887,Iceland,1993-01-01,35-54 years,17.02
2334,Bulgaria,1995-01-01,35-54 years,17.02
13648,Uruguay,1993-01-01,35-54 years,17.015
6185,Ireland,2011-01-01,25-34 years,17.01
6102,Ireland,1997-01-01,35-54 years,17.005000000000003
10982,San Marino,2005-01-01,55-74 years,17.005
12443,Switzerland,2008-01-01,35-54 years,17.0
12284,Sweden,2003-01-01,55-74 years,16.995
12969,Turkmenistan,2005-01-01,25-34 years,16.995
3819,Denmark,2012-01-01,35-54 years,16.995
3773,Denmark,2004-01-01,55-74 years,16.994999999999997
10303,Romania,1989-01-01,35-54 years,16.990000000000002
11490,Slovakia,2009-01-01,35-54 years,16.985
2496,Canada,1991-01-01,35-54 years,16.985
1684,Belarus,2008-01-01,15-24 years,16.974999999999998
9553,Poland,1993-01-01,25-34 years,16.965
4520,Finland,2012-01-01,25-34 years,16.96
8894,New Zealand,2013-01-01,35-54 years,16.96
6144,Ireland,2004-01-01,35-54 years,16.955000000000002
2507,Canada,1993-01-01,25-34 years,16.955
12059,Suriname,1992-01-01,25-34 years,16.945
10859,Saint Vincent and Grenadines,1998-01-01,25-34 years,16.945
12870,Turkmenistan,1988-01-01,55-74 years,16.94
741,Australia,1989-01-01,55-74 years,16.935000000000002
817,Australia,2002-01-01,35-54 years,16.935
8723,Netherlands,2016-01-01,75+ years,16.93
12069,Suriname,1995-01-01,75+ years,16.93
6525,Italy,2006-01-01,75+ years,16.925
2771,Chile,2008-01-01,25-34 years,16.925
2460,Canada,1985-01-01,35-54 years,16.915
10317,Romania,1991-01-01,55-74 years,16.91
3660,Czech Republic,2008-01-01,55-74 years,16.905
3312,Croatia,2016-01-01,35-54 years,16.905
5574,Guyana,1995-01-01,15-24 years,16.905
2538,Canada,1998-01-01,35-54 years,16.900000000000002
859,Australia,2010-01-01,35-54 years,16.9
11252,Singapore,1993-01-01,55-74 years,16.9
2480,Canada,1988-01-01,55-74 years,16.9
13100,Ukraine,1998-01-01,15-24 years,16.9
2661,Chile,1989-01-01,75+ years,16.895
10173,Republic of Korea,1994-01-01,55-74 years,16.895
6126,Ireland,2001-01-01,35-54 years,16.89
12382,Switzerland,1998-01-01,25-34 years,16.89
9866,Puerto Rico,1989-01-01,35-54 years,16.89
13684,Uruguay,1999-01-01,35-54 years,16.884999999999998
4628,France,1999-01-01,25-34 years,16.880000000000003
8104,Mauritius,1987-01-01,25-34 years,16.88
10438,Romania,2011-01-01,75+ years,16.88
13750,Uruguay,2010-01-01,35-54 years,16.875
12933,Turkmenistan,1999-01-01,25-34 years,16.875
2463,Canada,1985-01-01,75+ years,16.87
2490,Canada,1990-01-01,35-54 years,16.869999999999997
8740,New Zealand,1987-01-01,55-74 years,16.869999999999997
12663,Trinidad and Tobago,1986-01-01,25-34 years,16.865000000000002
2562,Canada,2002-01-01,35-54 years,16.865
10183,Republic of Korea,1996-01-01,35-54 years,16.86
4979,Germany,2010-01-01,55-74 years,16.855
684,Aruba,2007-01-01,25-34 years,16.85
10450,Romania,2013-01-01,75+ years,16.845
3371,Cuba,2001-01-01,35-54 years,16.845
9049,Norway,2005-01-01,25-34 years,16.835
7320,Kyrgyzstan,2003-01-01,35-54 years,16.835
2322,Bulgaria,1993-01-01,35-54 years,16.835
9886,Puerto Rico,1992-01-01,55-74 years,16.835
11385,Singapore,2015-01-01,75+ years,16.83
7825,Luxembourg,2013-01-01,55-74 years,16.83
12068,Suriname,1995-01-01,55-74 years,16.83
721,Australia,1986-01-01,35-54 years,16.825
1618,Belarus,1994-01-01,15-24 years,16.825
6695,Japan,1987-01-01,25-34 years,16.82
1871,Belgium,2010-01-01,25-34 years,16.815
2697,Chile,1995-01-01,75+ years,16.810000000000002
13558,United States,2007-01-01,35-54 years,16.805
9004,Norway,1997-01-01,55-74 years,16.8
5970,Iceland,2007-01-01,25-34 years,16.795
10803,Saint Lucia,2012-01-01,75+ years,16.795
12356,Sweden,2015-01-01,55-74 years,16.795
1865,Belgium,2009-01-01,25-34 years,16.79
7037,Kiribati,1993-01-01,25-34 years,16.785
8888,New Zealand,2012-01-01,35-54 years,16.785
12406,Switzerland,2002-01-01,25-34 years,16.78
2459,Canada,1985-01-01,25-34 years,16.78
8832,New Zealand,2003-01-01,15-24 years,16.775
11378,Singapore,2014-01-01,55-74 years,16.77
4905,Germany,1998-01-01,35-54 years,16.765
6218,Israel,1986-01-01,55-74 years,16.765
12376,Switzerland,1997-01-01,25-34 years,16.75
12946,Turkmenistan,2001-01-01,35-54 years,16.75
9718,Portugal,1991-01-01,55-74 years,16.745
9007,Norway,1998-01-01,25-34 years,16.740000000000002
10411,Romania,2007-01-01,35-54 years,16.735
6032,Ireland,1985-01-01,55-74 years,16.735
2358,Bulgaria,1999-01-01,35-54 years,16.735
8169,Mauritius,1998-01-01,15-24 years,16.73
5009,Germany,2015-01-01,55-74 years,16.725
9868,Puerto Rico,1989-01-01,55-74 years,16.725
8561,Netherlands,1989-01-01,55-74 years,16.71
8970,Norway,1992-01-01,15-24 years,16.71
13707,Uruguay,2003-01-01,25-34 years,16.71
1039,Austria,2009-01-01,35-54 years,16.71
7018,Kazakhstan,2015-01-01,15-24 years,16.705000000000002
298,Argentina,1985-01-01,55-74 years,16.7
13760,Uruguay,2013-01-01,15-24 years,16.7
7783,Luxembourg,2006-01-01,55-74 years,16.695
5934,Iceland,2001-01-01,25-34 years,16.695
11504,Slovakia,2012-01-01,55-74 years,16.695
1051,Austria,2011-01-01,35-54 years,16.685
2610,Canada,2010-01-01,35-54 years,16.68
8804,New Zealand,1998-01-01,35-54 years,16.68
4622,France,1998-01-01,25-34 years,16.68
12957,Turkmenistan,2003-01-01,25-34 years,16.675
12928,Turkmenistan,1998-01-01,35-54 years,16.67
10733,Saint Lucia,2000-01-01,25-34 years,16.67
4106,El Salvador,2003-01-01,25-34 years,16.665
13719,Uruguay,2005-01-01,25-34 years,16.665
13584,United States,2011-01-01,55-74 years,16.665
7061,Kiribati,1997-01-01,25-34 years,16.655
11294,Singapore,2000-01-01,55-74 years,16.655
7684,Luxembourg,1990-01-01,25-34 years,16.65
6136,Ireland,2003-01-01,15-24 years,16.645
735,Australia,1988-01-01,55-74 years,16.645
769,Australia,1994-01-01,35-54 years,16.645
2511,Canada,1993-01-01,75+ years,16.645
4299,Estonia,2015-01-01,35-54 years,16.64
8036,Malta,2006-01-01,75+ years,16.64
2778,Chile,2009-01-01,35-54 years,16.635
8141,Mauritius,1993-01-01,35-54 years,16.63
802,Australia,1999-01-01,75+ years,16.63
11324,Singapore,2005-01-01,55-74 years,16.63
9112,Norway,2015-01-01,55-74 years,16.625
11484,Slovakia,2008-01-01,35-54 years,16.625
6683,Japan,1985-01-01,25-34 years,16.615000000000002
12693,Trinidad and Tobago,1991-01-01,25-34 years,16.615
10435,Romania,2011-01-01,35-54 years,16.605
10230,Republic of Korea,2004-01-01,25-34 years,16.595
12975,Turkmenistan,2006-01-01,25-34 years,16.595
5755,Hungary,2003-01-01,25-34 years,16.585
13578,United States,2010-01-01,55-74 years,16.585
2486,Canada,1989-01-01,55-74 years,16.585
9593,Poland,2001-01-01,75+ years,16.58
733,Australia,1988-01-01,35-54 years,16.575
9541,Poland,1991-01-01,25-34 years,16.575
781,Australia,1996-01-01,35-54 years,16.57
12756,Trinidad and Tobago,2001-01-01,55-74 years,16.57
6531,Italy,2007-01-01,75+ years,16.57
8946,Norway,1988-01-01,15-24 years,16.564999999999998
7510,Latvia,2014-01-01,15-24 years,16.564999999999998
9029,Norway,2001-01-01,75+ years,16.560000000000002
762,Australia,1993-01-01,25-34 years,16.56
9086,Norway,2011-01-01,35-54 years,16.555
9191,Panama,2000-01-01,75+ years,16.555
1624,Belarus,1995-01-01,15-24 years,16.549999999999997
6327,Israel,2004-01-01,75+ years,16.54
4070,El Salvador,1997-01-01,25-34 years,16.54
13720,Uruguay,2005-01-01,35-54 years,16.53
8807,New Zealand,1998-01-01,75+ years,16.53
726,Australia,1987-01-01,25-34 years,16.53
5865,Iceland,1989-01-01,55-74 years,16.525
13731,Uruguay,2007-01-01,25-34 years,16.52
7043,Kiribati,1994-01-01,25-34 years,16.52
4991,Germany,2012-01-01,55-74 years,16.505000000000003
8795,New Zealand,1996-01-01,75+ years,16.505
4634,France,2000-01-01,25-34 years,16.5
2780,Chile,2009-01-01,55-74 years,16.494999999999997
1883,Belgium,2012-01-01,25-34 years,16.490000000000002
8863,New Zealand,2008-01-01,25-34 years,16.49
9862,Puerto Rico,1988-01-01,55-74 years,16.485
1045,Austria,2010-01-01,35-54 years,16.485
3561,Czech Republic,1992-01-01,25-34 years,16.485
1702,Belarus,2011-01-01,15-24 years,16.48
12106,Suriname,2002-01-01,15-24 years,16.475
755,Australia,1992-01-01,15-24 years,16.474999999999998
3340,Cuba,1996-01-01,25-34 years,16.465
10809,Saint Lucia,2013-01-01,75+ years,16.465
4130,El Salvador,2007-01-01,25-34 years,16.465
7725,Luxembourg,1997-01-01,15-24 years,16.465
12817,Trinidad and Tobago,2011-01-01,75+ years,16.46
2772,Chile,2008-01-01,35-54 years,16.46
747,Australia,1990-01-01,55-74 years,16.46
13470,United States,1992-01-01,55-74 years,16.46
705,Aruba,2010-01-01,55-74 years,16.455
2499,Canada,1991-01-01,75+ years,16.455
8786,New Zealand,1995-01-01,35-54 years,16.45
847,Australia,2008-01-01,35-54 years,16.45
5883,Iceland,1992-01-01,55-74 years,16.44
6555,Italy,2011-01-01,75+ years,16.44
8516,Montenegro,2007-01-01,25-34 years,16.439999999999998
8709,Netherlands,2014-01-01,35-54 years,16.435000000000002
8752,New Zealand,1989-01-01,55-74 years,16.435
1502,Barbados,1994-01-01,55-74 years,16.43
2574,Canada,2004-01-01,35-54 years,16.43
791,Australia,1998-01-01,15-24 years,16.43
394,Argentina,2001-01-01,55-74 years,16.425
12760,Trinidad and Tobago,2002-01-01,35-54 years,16.425
877,Australia,2013-01-01,35-54 years,16.425
4646,France,2002-01-01,25-34 years,16.425
10447,Romania,2013-01-01,35-54 years,16.415
7328,Kyrgyzstan,2004-01-01,55-74 years,16.41
11318,Singapore,2004-01-01,55-74 years,16.41
3191,Croatia,1996-01-01,25-34 years,16.41
10818,Saint Vincent and Grenadines,1985-01-01,35-54 years,16.395
3707,Czech Republic,2016-01-01,55-74 years,16.39
5938,Iceland,2001-01-01,75+ years,16.39
13184,Ukraine,2012-01-01,15-24 years,16.385
7259,Kyrgyzstan,1993-01-01,25-34 years,16.385
12288,Sweden,2004-01-01,35-54 years,16.384999999999998
7295,Kyrgyzstan,1999-01-01,25-34 years,16.38
8646,Netherlands,2003-01-01,75+ years,16.375
892,Australia,2015-01-01,75+ years,16.37
6118,Ireland,2000-01-01,15-24 years,16.36
2628,Canada,2013-01-01,35-54 years,16.355
9026,Norway,2001-01-01,35-54 years,16.35
13106,Ukraine,1999-01-01,15-24 years,16.349999999999998
808,Australia,2000-01-01,75+ years,16.345
12040,Suriname,1989-01-01,15-24 years,16.345
6090,Ireland,1995-01-01,35-54 years,16.34
2774,Chile,2008-01-01,55-74 years,16.34
8990,Norway,1995-01-01,35-54 years,16.34
2529,Canada,1996-01-01,75+ years,16.34
6404,Italy,1986-01-01,55-74 years,16.335
929,Austria,1991-01-01,15-24 years,16.330000000000002
9802,Portugal,2008-01-01,55-74 years,16.325
12963,Turkmenistan,2004-01-01,25-34 years,16.32
12364,Switzerland,1995-01-01,25-34 years,16.32
2598,Canada,2008-01-01,35-54 years,16.32
2760,Chile,2006-01-01,35-54 years,16.315
5889,Iceland,1993-01-01,55-74 years,16.315
3364,Cuba,2000-01-01,25-34 years,16.314999999999998
13118,Ukraine,2001-01-01,15-24 years,16.305
8248,Mauritius,2011-01-01,25-34 years,16.305
8977,Norway,1993-01-01,25-34 years,16.3
12730,Trinidad and Tobago,1997-01-01,35-54 years,16.3
2543,Canada,1999-01-01,25-34 years,16.294999999999998
8983,Norway,1994-01-01,25-34 years,16.294999999999998
1057,Austria,2012-01-01,35-54 years,16.294999999999998
13178,Ukraine,2011-01-01,15-24 years,16.285
7707,Luxembourg,1994-01-01,15-24 years,16.28
947,Austria,1994-01-01,15-24 years,16.275
8810,New Zealand,1999-01-01,35-54 years,16.265
1027,Austria,2007-01-01,35-54 years,16.259999999999998
3827,Denmark,2013-01-01,55-74 years,16.255
6198,Ireland,2013-01-01,35-54 years,16.25
13476,United States,1993-01-01,55-74 years,16.25
714,Australia,1985-01-01,25-34 years,16.25
9832,Portugal,2013-01-01,55-74 years,16.25
3358,Cuba,1999-01-01,25-34 years,16.245
6138,Ireland,2003-01-01,35-54 years,16.240000000000002
3333,Cuba,1995-01-01,15-24 years,16.240000000000002
4051,El Salvador,1993-01-01,15-24 years,16.235
5901,Iceland,1995-01-01,55-74 years,16.235
3321,Cuba,1993-01-01,15-24 years,16.235
12075,Suriname,1996-01-01,75+ years,16.235
11360,Singapore,2011-01-01,55-74 years,16.23
828,Australia,2004-01-01,25-34 years,16.225
3203,Croatia,1998-01-01,25-34 years,16.225
4040,El Salvador,1991-01-01,25-34 years,16.225
2784,Chile,2010-01-01,35-54 years,16.22
7786,Luxembourg,2007-01-01,25-34 years,16.22
11194,Seychelles,2015-01-01,15-24 years,16.215
1972,Belize,1999-01-01,15-24 years,16.215
9044,Norway,2004-01-01,35-54 years,16.215
12096,Suriname,2000-01-01,35-54 years,16.215
13730,Uruguay,2007-01-01,15-24 years,16.215
4640,France,2001-01-01,25-34 years,16.21
759,Australia,1992-01-01,55-74 years,16.21
12684,Trinidad and Tobago,1989-01-01,55-74 years,16.21
717,Australia,1985-01-01,55-74 years,16.21
12264,Sweden,2000-01-01,35-54 years,16.205000000000002
4535,Finland,2014-01-01,55-74 years,16.205
3549,Czech Republic,1990-01-01,25-34 years,16.2
4524,Finland,2012-01-01,75+ years,16.2
13552,United States,2006-01-01,35-54 years,16.19
7361,Kyrgyzstan,2010-01-01,25-34 years,16.19
4652,France,2003-01-01,25-34 years,16.19
12282,Sweden,2003-01-01,35-54 years,16.19
5917,Iceland,1998-01-01,35-54 years,16.185
1069,Austria,2014-01-01,35-54 years,16.18
3282,Croatia,2011-01-01,35-54 years,16.18
1299,Bahamas,2010-01-01,75+ years,16.18
4973,Germany,2009-01-01,55-74 years,16.175
9010,Norway,1998-01-01,55-74 years,16.17
8573,Netherlands,1991-01-01,55-74 years,16.17
4961,Germany,2007-01-01,55-74 years,16.165
6369,Israel,2011-01-01,75+ years,16.165
9896,Puerto Rico,1994-01-01,35-54 years,16.165
1859,Belgium,2008-01-01,25-34 years,16.155
3771,Denmark,2004-01-01,35-54 years,16.15
874,Australia,2012-01-01,75+ years,16.145
12724,Trinidad and Tobago,1996-01-01,35-54 years,16.145
13671,Uruguay,1997-01-01,25-34 years,16.14
8717,Netherlands,2015-01-01,55-74 years,16.135
6184,Ireland,2011-01-01,15-24 years,16.125
6015,Iceland,2014-01-01,55-74 years,16.12
6154,Ireland,2006-01-01,15-24 years,16.115000000000002
2464,Canada,1986-01-01,15-24 years,16.11
10417,Romania,2008-01-01,35-54 years,16.11
12332,Sweden,2011-01-01,55-74 years,16.11
10444,Romania,2012-01-01,75+ years,16.1
9796,Portugal,2007-01-01,55-74 years,16.09
9002,Norway,1997-01-01,35-54 years,16.085
10167,Republic of Korea,1993-01-01,55-74 years,16.080000000000002
12974,Turkmenistan,2006-01-01,15-24 years,16.075
9559,Poland,1994-01-01,25-34 years,16.07
8952,Norway,1989-01-01,15-24 years,16.07
10468,Russian Federation,1989-01-01,15-24 years,16.065
4160,El Salvador,2012-01-01,25-34 years,16.065
8254,Mauritius,2012-01-01,25-34 years,16.065
4495,Finland,2008-01-01,15-24 years,16.064999999999998
9019,Norway,2000-01-01,25-34 years,16.064999999999998
3555,Czech Republic,1991-01-01,25-34 years,16.060000000000002
2592,Canada,2007-01-01,35-54 years,16.060000000000002
400,Argentina,2002-01-01,55-74 years,16.055
9098,Norway,2013-01-01,35-54 years,16.055
4076,El Salvador,1998-01-01,25-34 years,16.055
13572,United States,2009-01-01,55-74 years,16.045
2525,Canada,1996-01-01,25-34 years,16.045
8143,Mauritius,1993-01-01,55-74 years,16.045
1063,Austria,2013-01-01,35-54 years,16.04
13725,Uruguay,2006-01-01,25-34 years,16.04
996,Austria,2002-01-01,25-34 years,16.035
13088,Ukraine,1996-01-01,15-24 years,16.035
7326,Kyrgyzstan,2004-01-01,35-54 years,16.025
814,Australia,2001-01-01,75+ years,16.02
3573,Czech Republic,1994-01-01,25-34 years,16.01
